--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build ec5ff63 
  ~ auto-generated — do not edit
]]


Tokens,English,SChinese
season_shop_贡献积分,Contribution,贡献积分
season_shop_结算额外奖励,Settlement Bonus,结算额外奖励
season_shop_冠军,Champion,冠军
season_shop_亚军,Runner-up,亚军
season_shop_季军,Third Place,季军
season_shop_暂无贡献记录,No contribution records yet. Complete one project contribution to enter the ranking.,暂无贡献记录，完成一次建设后即可进入排行榜。
season_shop_赛季纪念章,Season Medals,赛季纪念章
season_shop_赛季纪念章说明,Medals are permanently stored on your account to record participation and contribution across seasons.,纪念章永久保存在账号中，用于记录历届赛季的参与和贡献。
season_shop_第一赛季开拓纪念章,Season 2 Pioneer Medal,第一赛季开拓纪念章
season_shop_赛季贡献纪念章,{season} Contribution Medal,{season}贡献纪念章
season_shop_等级X,Level {level},等级 {level}
season_shop_尚未获得赛季纪念章,No Season Medals yet. Earn them through season settlement or the Season Shop.,尚未获得赛季纪念章，可通过赛季结算或赛季商店获得。
season_shop_赛季征程副标题,SEASON JOURNEY,赛季征程
season_shop_距赛季结算,Until settlement: {time},距赛季结算：{time}
season_shop_账号赛季币,Account Season Coins,账号赛季币
season_shop_刷新,Refresh,刷新
season_shop_赛季档案副标题,SEASON ARCHIVE,赛季档案
season_shop_赛季档案,Season Archive,赛季档案
season_shop_贡献排行,Contribution Ranking,贡献排行
season_shop_赛季商店,Season Shop,赛季商店
season_shop_纪念章数量,Medals {count},纪念章 {count}
season_shop_身份_tax,Tax Contribution,纳税
season_shop_身份_hunting,Hunting,狩猎
season_shop_身份_gold,Gold Holdings,持有金币
season_shop_身份_warehouse_value,Warehouse Value,仓库价值
season_shop_身份_sponsor,Sponsor Level,赞助等级
season_shop_赞助身份提示,{board} {level},{board} {level}
season_shop_排行身份提示,{board} Ranking Badge · Rank {level},{board}排行榜标识 · 第 {level} 名