--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build ec5ff63 
  ~ auto-generated — do not edit
]]


Tokens,English,SChinese
pay_page_协议正文_042,,5.3 用户发现账号被盗、异常登录、虚拟权益异常减少或支付异常时，应及时通过云海游创公布的客服渠道提交材料。云海游创可根据实际情况采取临时冻结、限制登录、数据核查、权益暂缓发放等措施。
pay_page_协议正文_043,,5.4 用户不得购买、出售、出租、出借、赠与、共享、继承、转让账号或账号内虚拟权益。因账号交易、共享、借用、代练等产生的纠纷和损失，云海游创有权不予处理或仅在合理范围内协助核查。
pay_page_协议正文_044,,第六条 赞助商城与支付
pay_page_协议正文_045,,6.1 用户理解并同意，赞助商城中的支付款项用于支持云海游创自定义地图的持续开发、服务器、维护、活动、客服及运营成本。用户支付后，可能根据页面展示或活动规则获得相应虚拟权益的使用资格。
pay_page_协议正文_046,,6.2 赞助商城并不构成投资、理财、分红、借贷、众筹返利、现金储值、货币兑换或可提现资产。用户不得以赞助、赞助、购买虚拟权益为由要求云海游创返还现金、分配收益、回购权益或承担保本责任。
pay_page_协议正文_047,,6.3 赞助金额、获得内容、有效期限、到账时间、发放方式、领取条件、使用限制等，以支付页面、游戏内商城、活动页面、公告或客服确认的信息为准。用户支付前应自行核对。
pay_page_协议正文_048,,6.4 因支付渠道、银行、网络、平台风控、用户操作错误、账号异常、第三方原因或其他任何原因导致支付失败、延迟到账、重复支付、未发放或异常发放的，云海游创有权根据实际到账记录、订单记录、风控记录和游戏服务器记录进行核查，并自行决定是否补发、更正、退款、冻结或拒绝处理。用户应及时联系客服并提供必要材料；如材料不足或情况不清，云海游创可不予处理。
pay_page_协议正文_049,,第七条 虚拟物品与虚拟权益规则
pay_page_协议正文_050,,7.1 本服务中的虚拟物品和虚拟权益由云海游创或相关权利人依法所有或管理。用户仅在遵守本协议和游戏规则的前提下取得有限使用权，不取得所有权、处分权或现实财产权。
pay_page_协议正文_051,,7.2 虚拟物品、虚拟权益、抽奖券、月卡、皮肤、属性道具等均不具有法定货币属性，不得兑换人民币、现金、实物、银行卡余额、任何平台余额或任何其他现实财产权益。
pay_page_协议正文_052,,7.3 云海游创不提供虚拟物品或虚拟权益的回收、寄售、提现、折现、换现、回购、担保交易或与现实货币互换服务。用户也不得自行或通过第三方进行上述行为。
pay_page_协议正文_053,,7.4 除游戏规则明确允许外，用户不得转让、赠与、出售、抵押、出租、出借、交换、继承、代持、场外交易或以任何方式处分虚拟物品和虚拟权益。
pay_page_协议正文_054,,7.5 为维护游戏平衡、修复漏洞、适配 Dota2 更新、符合平台规则、处理违规行为或保障服务运营，云海游创有权调整虚拟物品和虚拟权益的名称、外观、属性、数值、掉落、获取方式、使用期限、适用地图、合成规则、消耗规则或其他配置。云海游创将尽合理努力通过公告或游戏内提示说明重大调整。
pay_page_协议正文_055,,7.6 对标明有效期、次数、赛季、活动期、地图版本或其他限制条件的虚拟权益，用户仅可在相应条件范围内使用。期限届满、次数耗尽、活动结束、地图停服、版本终止或账号被依法依规限制后，相应权益可能失效。
pay_page_协议正文_056,,第八条 抽奖券与随机获取活动
pay_page_协议正文_057,,8.1 抽奖券仅用于参与游戏内随机虚拟物品获取活动，活动结果仅限获得本自定义地图内的虚拟物品或虚拟权益，不产生任何现金、实物、收益分红或其他现实财产权益。
pay_page_协议正文_058,,8.2 云海游创不提供抽奖券、抽奖结果、奖品、积分或相关虚拟权益的提现、回收、转卖、兑换现实财产服务。用户不得以抽奖结果为标的组织赌博、博彩、竞猜、押注、场外交易、收益承诺或其他违法违规活动。
pay_page_协议正文_059,,8.3 云海游创可在游戏内、商城页面、公告或其他其认为适当的位置公示随机获取活动的奖池范围、主要奖品、概率、保底机制、重复获得处理、活动期限及其他重要规则。概率、奖池或规则发生重大调整的，云海游创可决定是否公告以及公告方式。
pay_page_协议正文_060,,8.4 用户参与随机获取活动前，应仔细阅读相关规则。用户使用抽奖券后，抽奖券即被消耗；除法律法规另有规定、系统错误或云海游创确认的异常情况外，已消耗抽奖券不予退还。
pay_page_协议正文_061,,8.5 如因程序漏洞、异常发放、配置错误、作弊、外挂、刷取、利用 Bug、支付异常或其他非正常方式取得抽奖券或奖品，云海游创有权更正数据、收回异常权益、撤销抽奖结果、限制账号或采取其他处理措施。
pay_page_协议正文_062,,第九条 月卡、限时权益与持续服务
pay_page_协议正文_063,,9.1 月卡、通行证、会员类权益或其他限时权益的具体内容、价格、有效期、领取方式、每日刷新时间、补领规则和限制条件，以购买页面、活动规则或游戏内公告为准。
pay_page_协议正文_064,,9.2 除页面另有明确说明外，月卡有效期按自然日连续计算，不因用户未登录、未领取、设备故障、账号共享、个人网络问题或个人原因中断、中止或顺延。
pay_page_协议正文_065,,9.3 因云海游创原因导致服务长时间不可用的，云海游创有权根据实际情况酌情采取补发、顺延、替代权益或其他处理措施，但该等处理不构成云海游创的义务，具体以公告或客服处理结果为准。
pay_page_协议正文_066,,第十条 退款、拒付与支付异常处理
pay_page_协议正文_067,,10.1 用户支付前应确认账号、金额、商品、权益内容、期限及规则。除法律强制规定或云海游创书面确认存在系统错误外，虚拟权益一经发放、领取、使用、消耗或开始计算期限，原则上不支持退款、折现、转让或变更。
pay_page_协议正文_068,,10.2 如用户付款后通过退款、拒付、撤销交易、投诉支付渠道、银行卡争议、恶意举报、虚假付款截图或其他方式导致云海游创未实际收到或被扣回相应款项，云海游创有权扣除、冻结、收回对应虚拟权益，并可视情况限制账号、暂停服务或追偿损失。
pay_page_协议正文_069,,10.3 如对应虚拟权益已被消耗、转移、抽取、使用、过期或无法完整收回，云海游创有权限制账号使用、暂停服务、扣减等值游戏内权益、拒绝后续服务，并要求用户补足相应款项及合理损失。
pay_page_协议正文_070,,10.4 对重复支付、明显误付、未到账、未发放、错发、漏发等情况，用户应提供订单号、支付截图、游戏账号 ID、游戏 ID、时间等材料。云海游创有权根据自身判断决定是否核查及如何处理，并可在其认为适当的范围内进行补发、更正、退款或其他处理。
pay_page_协议正文_071,,第十一条 未成年人保护
pay_page_协议正文_072,,11.1 未成年人应在监护人同意和指导下使用本服务。未成年人进行支付、领取或使用虚拟权益的，应取得监护人同意。
pay_page_协议正文_073,,11.2 云海游创将根据法律法规、监管要求、平台规则及自身能力采取未成年人保护措施，包括但不限于身份核验、消费限制、时段限制、防沉迷提示、客服核查、异常消费处理等。
pay_page_协议正文_074,,11.3 监护人发现未成年人未经同意进行支付或存在沉迷、异常消费等情况的，应及时通过客服渠道联系云海游创，并提供监护关系、支付记录、账号信息等必要材料。云海游创将依法依规、结合虚拟权益发放和使用情况进行处理。
pay_page_协议正文_075,,第十二条 用户行为规范
pay_page_协议正文_076,,12.1 用户不得发布、传播或实施违反法律法规、公序良俗、平台规则或游戏规则的内容和行为，包括但不限于政治违法内容、色情低俗、赌博博彩、诈骗引流、外挂售卖、盗号、辱骂骚扰、恶意刷屏、侵犯他人权益、散布虚假信息等。
pay_page_协议正文_077,,12.2 用户不得使用外挂、脚本、机器人、模拟器异常操作、封包工具、加速破坏工具、漏洞利用、数据篡改、异常登录、批量注册、多账号刷取、恶意退款、支付欺诈或其他破坏公平性的方式使用本服务。
pay_page_协议正文_078,,12.3 用户不得利用本服务组织或参与账号交易、虚拟物品交易、抽奖券交易、代充、代刷、洗钱、赌博、博彩、押注、返利、非法集资、诈骗或其他违法违规活动。
pay_page_协议正文_079,,12.4 用户同意云海游创可根据服务器记录、游戏日志、支付记录、异常数据、平台反馈、用户举报、客服记录及技术检测结果判断用户是否存在违规行为。
pay_page_协议正文_080,,第十三条 违规处理与数据异常
pay_page_协议正文_081,,13.1 用户违反本协议、游戏规则或平台规则的，云海游创有权根据自身判断和服务器记录，视情节采取警告、禁言、限制功能、暂停发放、冻结权益、收回虚拟物品、数据回退、扣除异常收益、限制登录、封禁账号、拒绝服务、向平台或有关机关提交材料等处理措施。
pay_page_协议正文_082,,13.2 如云海游创发现用户数据异常、支付异常、权益异常、抽奖异常、排名异常、掉落异常或其他明显不符合正常游戏逻辑的情况，有权先行采取临时限制措施并进行调查。调查后确认属于系统错误的，云海游创可更正数据；确认属于用户违规的，可按本协议处理。
pay_page_协议正文_083,,13.3 用户因违规行为取得的虚拟物品、虚拟权益、排名、积分、抽奖结果、活动奖励或其他收益，云海游创有权收回、撤销、清零或调整。
pay_page_协议正文_084,,13.4 用户对处理结果有异议的，可通过云海游创公布的客服渠道申诉，并按要求提交账号、订单、截图、时间、说明等材料。云海游创将结合记录进行复核。
pay_page_协议正文_085,,第十四条 服务维护、变更与终止
pay_page_协议正文_086,,14.1 云海游创可为版本更新、功能调整、服务器维护、安全处理、漏洞修复、平台适配、活动配置或运营需要，对本服务进行维护、暂停、调整或更新。
pay_page_协议正文_087,,14.2 因 Dota2 更新、游戏游廊规则变化、平台审核或限制、网络故障、服务器故障、第三方服务异常、不可抗力、监管要求、运营调整或其他云海游创无法完全控制的原因，可能导致本服务全部或部分不可用。
pay_page_协议正文_088,,14.3 云海游创有权根据运营情况、平台规则、法律法规、技术条件或商业安排，变更、中止或终止本服务。涉及重大变更或终止的，云海游创将尽合理努力提前公告，并在法律法规允许范围内提供合理处理方案。
pay_page_协议正文_089,,14.4 服务终止后，除法律法规另有规定或云海游创另行公告外，用户尚未使用的虚拟物品和虚拟权益将随服务终止而失效，用户不得要求云海游创按原价、市场价、主观价值或第三方交易价格折现、回购或赔偿。
pay_page_协议正文_090,,第十五条 个人信息与记录保存
pay_page_协议正文_091,,15.1 云海游创将根据法律法规及隐私政策处理用户个人信息和相关数据。为提供本服务、处理订单、识别权益、进行客服、保障安全、处理纠纷和满足监管要求，云海游创可能处理用户的 游戏账号 ID、游戏 ID、支付订单号、支付时间、金额、发放记录、登录记录、游戏日志、聊天举报材料、客服记录及设备或网络相关信息。
pay_page_协议正文_092,,15.2 云海游创将采取合理安全措施保护用户信息，不会无正当理由向无关第三方公开用户个人信息。但根据法律法规、监管要求、司法或行政机关要求、平台规则、支付渠道风控、维权需要或用户授权提供的除外。
pay_page_协议正文_093,,15.3 用户可通过客服渠道依法申请查询、更正、删除相关个人信息，或撤回授权、注销相关服务记录。因履行法律义务、处理纠纷、安全审计、支付核查、反作弊或平台要求需要保留的记录，云海游创可在必要期限内依法保留。
pay_page_协议正文_094,,第十六条 用户内容与社区内容
pay_page_协议正文_095,,16.1 用户在本服务相关群聊、社区、评论、反馈、投稿、地图建议或游戏内发布内容的，应保证其内容合法、真实、不侵犯第三方权益，并自行承担相应责任。
pay_page_协议正文_096,,16.2 用户向云海游创提交建议、反馈、创意、截图、录像、文本、图片或其他内容的，用户同意并不可撤销地、全球性地、免费地授予云海游创及其关联方在本服务开发、运营、宣传、客服和维权范围内使用、复制、传播、修改、展示、改编、汇编、再许可及其他合理利用该等内容的权利。
pay_page_协议正文_097,,第十七条 免责与责任限制
pay_page_协议正文_098,,17.1 云海游创将在合理范围内维护本服务的稳定、安全和公平，但不保证本服务永久不中断、无错误、完全满足用户个人期待，亦不保证用户一定获得特定虚拟物品、排名、收益、游戏结果或体验效果。
pay_page_协议正文_099,,17.2 因用户自身原因、第三方平台原因、支付渠道原因、网络环境、设备故障、账号共享、账号交易、外挂脚本、违规操作、不可抗力或法律政策变化造成的损失，云海游创在法律允许范围内不承担责任。
pay_page_协议正文_100,,17.3 本协议中的免责或责任限制条款不排除用户依法享有的消费者权益，也不免除云海游创因故意、重大过失或法律法规明确不得排除的责任。
pay_page_协议正文_101,,第十八条 通知与协议变更
pay_page_协议正文_102,,18.1 云海游创可通过游戏内公告、游戏发布页面、玩家群、客服消息、支付页面、网站页面或其他合理方式向用户发送通知。通知发布后，即视为在合理范围内送达用户。
pay_page_协议正文_103,,18.2 云海游创可根据法律法规、平台规则、业务调整、服务变化或风险控制需要修改本协议。协议更新后，用户继续使用本服务、支付、领取或使用虚拟权益的，视为接受更新后的协议；用户不同意的，应停止使用本服务。
pay_page_协议正文_104,,第十九条 投诉、客服与争议解决
pay_page_协议正文_105,,19.1 用户如对订单、虚拟权益、抽奖结果、账号处理、数据异常或其他事项有疑问，应优先通过云海游创公布的客服渠道联系处理，并提供必要材料。
pay_page_协议正文_106,,19.2 本协议的订立、履行、解释及争议解决适用中华人民共和国法律，但不排除法律强制规定适用其他法律的情形。
pay_page_协议正文_107,,19.3 因本协议或本服务产生争议的，双方应先友好协商；协商不成的，任何一方可依法向云海游创所在地有管辖权的人民法院提起诉讼。若用户作为消费者依法享有其他法定管辖权利的，以法律规定为准。
pay_page_协议正文_108,,第二十条 政策公示、退款与付款争议处理
pay_page_协议正文_109,,20.1 云海游创可在游戏内、赞助商城页面或相关公告页面向用户公示《隐私政策》《用户服务协议》《赞助商城及虚拟权益规则》《退款及支付异常处理规则》等条款。用户付款前可以查看相关条款；用户付款、领取或使用虚拟权益的，视为已阅读并接受相关规则。
pay_page_协议正文_110,,20.2 隐私与数据方面，云海游创仅为账号识别、订单处理、虚拟权益发放、客服处理、安全风控和纠纷处理等必要目的，处理用户的游戏账号 ID、游戏 ID、订单号、支付时间、金额、虚拟权益发放记录、游戏日志和客服沟通记录等必要信息。云海游创不会无关收集用户敏感信息，也不会出售用户个人信息。
pay_page_协议正文_111,,20.3 用户付款后获得的是游戏内虚拟权益，包括但不限于属性道具、皮肤、抽奖券、月卡等。该等虚拟权益仅限在指定 Dota2 游廊自定义地图内使用，不具有现实货币价值，不支持提现、回收、转卖或兑换人民币、实物或其他现实财产权益。
pay_page_协议正文_112,,20.4 如出现未到账、重复支付、错发、漏发、系统错误等情况，用户可以通过客服渠道提交游戏账号 ID、游戏 ID、订单号、支付截图、支付时间和问题说明。云海游创会根据支付渠道记录、订单记录、游戏服务器记录和虚拟权益发放记录进行核查，并根据核查结果决定是否补发、更正、退款或不予处理。
pay_page_协议正文_113,,20.5 如虚拟权益已经发放、领取、使用、消耗或开始计算有效期，除法律强制规定或云海游创书面确认为系统错误外，原则上不支持退款、折现、转让或变更。
pay_page_协议正文_114,,20.6 如用户付款后通过拒付、撤销交易、恶意投诉支付渠道等方式导致款项被退回，而对应虚拟权益已经发放、领取或使用，云海游创有权冻结、扣回、清零或限制对应虚拟权益，并视情况限制相关账号继续使用本服务。
pay_page_协议正文_115,,第二十一条 其他
pay_page_协议正文_116,,21.1 本协议条款标题仅为阅读方便，不影响条款含义解释。
pay_page_协议正文_117,,21.2 本协议任何条款被认定为无效、部分无效或不可执行的，不影响其他条款的效力。
pay_page_协议正文_118,,21.3 云海游创未及时行使或未充分行使本协议项下权利，不视为放弃该权利。
pay_page_协议正文_119,,21.4 本协议的版本号和生效日期以支付页面、游戏内公告或其他正式公示载明的内容为准。
pay_page_协议正文_120,,赛季
pay_page_协议正文_121,,指云海游创为地图或相关服务设置的独立运营周期；具体赛季编号、起止时间和适用地图以支付页面、赛季页面或公告为准。
pay_page_协议正文_122,,赛季专属虚拟物品
pay_page_协议正文_123,,指页面或活动规则标明仅属于某一赛季的虚拟物品、职业饰品、饰品属性、赛季道具、赛季抽取结果及其对应使用资格。
pay_page_协议正文_124,,赛季存档
pay_page_协议正文_125,,指与特定赛季绑定的玩家物品、属性、进度、抽取记录和其他数据。不同赛季的赛季存档分别管理。
pay_page_协议正文_126,,账号级永久权益
pay_page_协议正文_127,,指页面明确标明为账号级、永久有效或跨赛季有效的权益，例如永恒点券池上限扩容、永久纪念章等；其具体范围以对应页面和规则为准。
pay_page_协议正文_128,,赛季继承
pay_page_协议正文_129,,指某一赛季资产是否自动复制、转移、折算或转换为后续赛季资产。除页面明确写明外，赛季专属资产不视为自动继承。
pay_page_协议正文_130,,5.5 【非官方私下交易特别提示】“非官方私下交易”是指未经云海游创事先明确书面授权，用户之间或用户与任何第三方在本服务之外，就账号、虚拟物品、虚拟权益、抽奖券、月卡、积分、游戏数据、代练、代充、代刷等进行的买卖、转让、交换、借用、租赁、代持、担保、居间、结算、换现或类似安排。未由云海游创明确书面公布为官方渠道的个人、群聊、社区、平台、网站或链接，均非官方交易渠道。
pay_page_协议正文_131,,5.6 【账号安全义务】用户不得参与非官方私下交易，不得向他人披露或交付账号密码、验证码、令牌、登录二维码、支付凭证、设备控制权等安全信息，不得允许他人远程登录、代为操作或绑定支付工具。任何自称客服、管理员、主播、公会或合作方的主体要求提供上述信息或转账的，用户应先通过云海游创正式公布的客服渠道核验；未经核验而操作的风险由用户自行承担。
pay_page_协议正文_132,,5.7 【风险承担】非官方私下交易不是云海游创提供或认可的服务，云海游创不参与发布、撮合、定价、担保、托管、交付、结算或争议处理。由此产生的未交付、货不对板、欺诈、盗号、款项损失、信息泄露、权益收回、账号限制或封禁、数据回退等纠纷和损失，由交易参与方依法自行解决和承担。
pay_page_协议正文_133,,5.8 【争议报告与协助边界】用户应立即停止付款和账号操作，保留聊天、订单、支付及登录证据，并及时联系支付机构、第三方平台或公安机关。云海游创可在法律允许且技术能力范围内进行临时限制、核查、违规处理或配合有权机关，但不因此认可或担保私下交易，亦不承诺追回款项、恢复账号或数据、补发权益或先行赔付。
pay_page_协议正文_134,,6.5 对包含职业饰品、饰品属性、随机抽取结果或其他赛季专属权益的商品，云海游创将尽合理努力在付款前标注其所属赛季、该赛季结束后的保留方式、是否继承至后续赛季，以及该权益是否属于账号级永久权益。
pay_page_协议正文_135,,6.6 云海游创在正常业务流程和技术条件允许的范围内保存与订单、发放、活动规则相关的业务记录，该记录可作为云海游创处理订单、投诉和争议的依据。云海游创可视实际运营需要在付款流程中提供规则查看入口。
