--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build ec5ff63 
  ~ auto-generated — do not edit
]]


Tokens,English,SChinese
dota_tooltip_ability_ak_hero_blank_d,,未解锁
dota_tooltip_ability_ak_hero_blank_d_Description,,未解锁的D技能。
dota_tooltip_ability_ak_hero_blank_f,,未解锁
dota_tooltip_ability_ak_hero_blank_f_Description,,未解锁的F技能。
dota_tooltip_ability_ak_hero_blank_r,,未解锁
dota_tooltip_ability_ak_hero_blank_r_Description,,未解锁的R技能。
dota_tooltip_ability_ak_hero_blank_passive,,未解锁
dota_tooltip_ability_ak_hero_blank_passive_Description,,未解锁的被动天赋技能。
dota_tooltip_ability_axe_001,,奋力一击
dota_tooltip_ability_axe_001_Description,,"消耗少量生命,斧王获得%buff_movespeed_pct%%%移速和<font color='#ffffff'>强化普通攻击</font>,持续%buff_duration%秒。<br>下次攻击会额外对目标%aoe%范围内敌人造成自身%attack_damage_multiplier%%%生命值的物理伤害,并使其眩晕%stun_duration%秒。"
dota_tooltip_ability_axe_001_buff_duration,,持续时间
dota_tooltip_ability_axe_001_buff_movespeed_pct,,移速加成
dota_tooltip_ability_axe_001_aoe,,作用范围
dota_tooltip_ability_axe_001_attack_damage_multiplier,,伤害倍率
dota_tooltip_ability_axe_001_stun_duration,,眩晕时长
dota_tooltip_ability_axe_002,,血肉之力
dota_tooltip_ability_axe_002_Description,,提升最大生命值的%buff_attack_from_health_pct%%%的攻击力。
dota_tooltip_ability_axe_002_buff_attack_from_health_pct,,生命转攻%
dota_tooltip_ability_axe_003,,反击螺旋
dota_tooltip_ability_axe_003_Description,,受到攻击时%trigger_chance_pct%%概率触发反击螺旋，对%radius%范围敌方单位造成%max_health_damage_pct%%%(最大生命值+最大护盾值)的物理伤害。
dota_tooltip_ability_axe_003_trigger_chance_pct,,触发概率
dota_tooltip_ability_axe_003_radius,,作用范围
dota_tooltip_ability_axe_003_max_health_damage_pct,,伤害
dota_tooltip_ability_axe_004,,狂战冲刺
dota_tooltip_ability_axe_004_Description,,"最远%dash_distance%距离冲刺,期间获得高额伤害减免。"
dota_tooltip_ability_axe_004_dash_distance,,冲刺距离
dota_tooltip_ability_axe_004_dash_duration,,冲刺时间
dota_tooltip_ability_axe_005,,挑战怒吼
dota_tooltip_ability_axe_005_Description,,"拉扯周围敌人造成短暂眩晕,对其造成斧王%self_max_health_damage_pct%%%(最大生命值+最大护盾值)的物理伤害,自身获得%buff_base_armor_pct%%%护甲值和%buff_armor%点固定护甲值,持续%self_buff_duration%秒。"
dota_tooltip_ability_axe_005_cast_radius,,施法范围
dota_tooltip_ability_axe_005_debuff_duration,,敌方持续
dota_tooltip_ability_axe_005_self_buff_duration,,自身持续
dota_tooltip_ability_axe_005_buff_armor,,固定护甲加成
dota_tooltip_ability_axe_005_pull_to_distance,,拉拽到距离
dota_tooltip_ability_axe_005_self_max_health_damage_pct,,自身最大生命伤害%
dota_tooltip_ability_axe_005_buff_base_armor_pct,,护甲加成%
dota_tooltip_ability_axe_006,,狂暴之怒
dota_tooltip_ability_axe_006_Description,,消耗当前生命值%buff_health_cost_current_pct%%%；获得%buff_duration%秒负面免疫并进入狂暴：生命上限和护甲值+%buff_bonus_max_health_pct%%%，承受伤害减少%buff_incoming_damage_increase_pct%%%。同时对%shock_radius%范围内敌人施加5层易伤，持续%vulnerable_duration%秒。
DOTA_Tooltip_ability_axe_006_Lore,,易伤：使受到伤害增加20%，每多1层再增加5%，最高25%。
dota_tooltip_ability_axe_006_buff_health_cost_current_pct,,生命消耗%
dota_tooltip_ability_axe_006_buff_duration,,免疫与狂暴持续
dota_tooltip_ability_axe_006_shock_radius,,冲击范围
dota_tooltip_ability_axe_006_vulnerable_duration,,易伤持续
dota_tooltip_ability_axe_006_buff_bonus_max_health_pct,,生命上限加成%
dota_tooltip_ability_axe_006_buff_incoming_damage_increase_pct,,承受伤害减少%
dota_tooltip_ability_axe_007,,狂战士之血
dota_tooltip_ability_axe_007_Description,,已损失生命值比例越高，额外攻击速度与生命恢复增幅越高；生命值归零时，至多额外%max_bonus_attack_speed%攻击速度与%max_recovery_amp_pct%%生命恢复增幅。
dota_tooltip_ability_axe_007_max_bonus_attack_speed,,满额损失时额外攻速
dota_tooltip_ability_axe_007_max_recovery_amp_pct,,满额损失时生命恢复增幅%
dota_tooltip_ability_axe_008,,破釜沉舟
dota_tooltip_ability_axe_008_Description,,开启后进入血誓状态，持续%buff_duration%秒；攻击速度增加%buff_attack_speed_pct%%%。每次攻击消耗%health_cost_current_pct%%%当前生命值，额外造成生命消耗值%bonus_cost_damage_multiplier_pct%%%的物理伤害。持续期间免疫致死伤害，生命最低保留1点。持续结束时，恢复%restore_max_health_pct%%%最大生命值 + 期间造成额外伤害的%restore_extra_damage_heal_pct%%%，恢复量最多不超过%restore_cap_max_health_pct%%%最大生命值。
dota_tooltip_ability_axe_008_buff_duration,,持续时间
dota_tooltip_ability_axe_008_buff_attack_speed_pct,,攻击速度%
dota_tooltip_ability_axe_008_health_cost_current_pct,,生命消耗%
dota_tooltip_ability_axe_008_bonus_cost_damage_multiplier_pct,,伤害倍率%
dota_tooltip_ability_axe_008_restore_max_health_pct,,基础恢复%
dota_tooltip_ability_axe_008_restore_extra_damage_heal_pct,,额外伤害转治疗%
dota_tooltip_ability_axe_008_restore_cap_max_health_pct,,恢复上限%
dota_tooltip_ability_axe_009,,红雾补给
dota_tooltip_ability_axe_009_Description,,每次击杀单位获得最大生命值0.5%的生命回复，持续10秒；重复击杀可叠加，每层独立计时。
dota_tooltip_ability_axe_009_health_regen_pct_per_stack,,每层生命回复%
dota_tooltip_ability_axe_009_stack_duration,,层持续时间
dota_tooltip_ability_axe_009_prune_interval,,层到期检测间隔
dota_tooltip_ability_axe_010,,荣耀守护
dota_tooltip_ability_axe_010_Description,,每点护甲值使斧王增加10点护盾上限。
dota_tooltip_ability_axe_010_health_per_armor,,每点护甲转生命
dota_tooltip_ability_axe_011,,嗜血斩击
dota_tooltip_ability_axe_011_Description,,普通攻击命中时有%trigger_chance_pct%%%概率触发嗜血斩击，对前方%damage_radius%范围扇形区域敌人造成%attack_damage_multiplier_pct%%%攻击力物理伤害，并施加1层易伤，持续%vulnerable_duration%秒。
dota_tooltip_ability_axe_011_trigger_chance_pct,,触发概率%
dota_tooltip_ability_axe_011_attack_damage_multiplier_pct,,伤害倍率%
dota_tooltip_ability_axe_011_vulnerable_duration,,易伤持续
dota_tooltip_ability_axe_011_damage_radius,,判定半径
dota_tooltip_ability_axe_012,,狂战压制
dota_tooltip_ability_axe_012_Description,,"普通攻击有%trigger_chance_pct%%%概率恢复自身%heal_max_health_and_shield_pct%%%最大生命值和护盾值,并添加1层易伤,该效果具有触发冷却。"
DOTA_Tooltip_ability_axe_012_Lore,,"易伤：使受到伤害增加20%,每多1层再增加5%,最高25%。"
dota_tooltip_ability_axe_012_trigger_chance_pct,,触发概率%
dota_tooltip_ability_axe_012_vulnerable_duration,,易伤持续
dota_tooltip_ability_axe_012_heal_max_health_and_shield_pct,,生命与护盾恢复%
dota_tooltip_ability_cm_001,,技能001
dota_tooltip_ability_cm_001_Description,,待填写.
dota_tooltip_ability_cm_002,,技能002
dota_tooltip_ability_cm_002_Description,,待填写.
dota_tooltip_ability_cm_003,,技能003
dota_tooltip_ability_cm_003_Description,,待填写.
dota_tooltip_ability_cm_004,,技能004
dota_tooltip_ability_cm_004_Description,,待填写.
dota_tooltip_ability_cm_005,,技能005
dota_tooltip_ability_cm_005_Description,,待填写.
dota_tooltip_ability_drow_001,,寒星射击
dota_tooltip_ability_drow_001_Description,,"延迟%impact_delay%秒爆发,对%damage_radius%范围内敌人造成%agility_damage_pct%%%敏捷的魔法伤害,并使其受到%freeze_stacks%层冰冻。爆发延迟受攻击速度影响。"
dota_tooltip_ability_drow_001_impact_delay,,延迟
dota_tooltip_ability_drow_001_agility_damage_pct,,伤害比例
dota_tooltip_ability_drow_001_damage_radius,,伤害范围
dota_tooltip_ability_drow_001_freeze_stacks,,冰冻层数
dota_tooltip_ability_drow_001_freeze_duration,,冰冻持续
dota_tooltip_ability_drow_001_impact_delay_attack_speed_step,,攻速步长
dota_tooltip_ability_drow_001_impact_delay_speedup_pct,,提速幅度
dota_tooltip_ability_drow_002,,贯霜之矢
dota_tooltip_ability_drow_002_Description,,"向前方射出一支穿透箭矢,对路径上的敌人造成%agility_damage_pct%%%敏捷的物理伤害,并施加%armor_reduction_pct%%%破甲,可叠加,最高%max_armor_stack%层。"
dota_tooltip_ability_drow_002_agility_damage_pct,,伤害比例
dota_tooltip_ability_drow_002_armor_reduction_pct,,破甲比例
dota_tooltip_ability_drow_002_max_armor_stack,,破甲层数
dota_tooltip_ability_drow_002_armor_duration,,破甲持续
dota_tooltip_ability_drow_002_projectile_distance,,弹道距离
dota_tooltip_ability_drow_002_projectile_speed,,弹道速度
dota_tooltip_ability_drow_003,,霜冻之箭
dota_tooltip_ability_drow_003_Description,,普通攻击附加寒冰箭效果。命中施加%stacks_per_hit%层冰冻；命中时敌人每有一层冰冻造成%agility_damage_pct%%%敏捷的魔法伤害。
dota_tooltip_ability_drow_003_agility_damage_pct,,每层敏捷系数
dota_tooltip_ability_drow_003_slow_duration,,冰冻持续
dota_tooltip_ability_drow_004,,撤步
dota_tooltip_ability_drow_004_Description,,向指定方向跃步，途中向最近的敌人连射%back_jump_attack_times%支箭矢；落地后获得%extra_arrow_buff_duration%秒「急冻箭矢」状态：攻击距离提升300，接下来%extra_arrow_max_active_attacks%次攻击各额外射出2支箭矢。额外箭矢均造成20%%攻击力的伤害。
dota_tooltip_ability_drow_004_back_jump_distance,,后跳距离
dota_tooltip_ability_drow_004_back_jump_attack_times,,后跳连射次数
dota_tooltip_ability_drow_004_extra_arrow_buff_duration,,额外箭Buff时长
dota_tooltip_ability_drow_005,,永夜之矢
dota_tooltip_ability_drow_005_Description,,"蓄力%charge_time%秒后向指定方向射出一箭,蓄力期间无法移动,可施放撤步打断蓄力。箭矢在命中的第一个敌人处爆炸,对%explosion_radius%范围内的敌人造成%agility_damage_pct%%%敏捷的魔法伤害。"
dota_tooltip_ability_drow_005_charge_time,,蓄力时长
dota_tooltip_ability_drow_005_agility_damage_pct,,伤害比例
dota_tooltip_ability_drow_005_explosion_radius,,爆炸范围
dota_tooltip_ability_drow_005_projectile_distance,,弹道距离
dota_tooltip_ability_drow_005_projectile_speed,,弹道速度
dota_tooltip_ability_drow_006,,凛冬狂热
dota_tooltip_ability_drow_006_Description,,"每次攻击获得%attack_speed_per_stack%点攻击速度,最多叠加%max_stack%层,每秒流逝1层。"
dota_tooltip_ability_drow_006_attack_speed_per_stack,,攻速数量
dota_tooltip_ability_drow_006_max_stack,,最大层数
dota_tooltip_ability_drow_007,,冰肌
dota_tooltip_ability_drow_007_Description,,每拥有%damage_reduction_per_evasion%%%闪避，获得%damage_reduction_per_evasion%%%伤害抵抗。
dota_tooltip_ability_drow_007_damage_reduction_per_evasion,,每闪避转化
dota_tooltip_ability_drow_008,,寒霜连射
dota_tooltip_ability_drow_008_Description,,"每%base_interval%秒朝周围敌人射出一枚箭矢,视为一次攻击。每拥有%attack_speed_per_bonus%点攻击速度,提升%frequency_bonus_pct%%%射击频率。"
dota_tooltip_ability_drow_008_base_interval,,射击间隔
dota_tooltip_ability_drow_008_attack_speed_per_bonus,,攻速步长
dota_tooltip_ability_drow_008_frequency_bonus_pct,,频率加成
dota_tooltip_ability_drow_008_search_radius,,搜索范围
dota_tooltip_ability_drow_009,,霜雾
dota_tooltip_ability_drow_009_Description,,"对敌人施加冰冻时,自身也会凝结%self_freeze_stacks%层冰冻。凛冽的寒气化作周身霜雾,掩藏她的身形——自身每层冰冻额外提供%evasion_per_stack%%%闪避和%movespeed_per_stack%%%移动速度。"
dota_tooltip_ability_drow_009_self_freeze_stacks,,凝结层数
dota_tooltip_ability_drow_009_self_freeze_duration,,凝结持续
dota_tooltip_ability_drow_009_evasion_per_stack,,每层闪避
dota_tooltip_ability_drow_009_movespeed_per_stack,,每层移速
dota_tooltip_ability_drow_010,,凛冬之阵
dota_tooltip_ability_drow_010_Description,,"在自身位置展开%formation_radius%范围的冰霜之阵,持续%formation_duration%秒。阵中对目标施加冰冻时,额外施加一次;普通攻击追加一次%agility_damage_pct%%%敏捷的物理伤害,并触发一次攻击;阵中的自己和队友获得%attack_speed_bonus_pct%%%攻击速度和%damage_reduction_bonus_pct%%%减伤。"
dota_tooltip_ability_drow_010_formation_radius,,阵范围
dota_tooltip_ability_drow_010_formation_duration,,持续时间
dota_tooltip_ability_drow_010_agility_damage_pct,,追加伤害
dota_tooltip_ability_drow_010_attack_speed_bonus_pct,,攻速加成
dota_tooltip_ability_drow_010_damage_reduction_bonus_pct,,减伤加成
dota_tooltip_ability_drow_011,,碎霜
dota_tooltip_ability_drow_011_Description,,主动技能的伤害命中带有10层冰冻的目标时，清空目标全部冰冻层数，并返还该技能一半剩余冷却时间。
dota_tooltip_ability_lina_001,,龙破斩
dota_tooltip_ability_lina_001_Description,,"释放一道火焰冲击波,对命中敌人造成%damage_pct%%%智力值的魔法伤害,每具有100点魔法值,使该伤害增加5%。"
dota_tooltip_ability_lina_001_projectile_speed,,飞行速度
dota_tooltip_ability_lina_001_projectile_range,,范围宽度
dota_tooltip_ability_lina_001_damage_pct,,伤害系数
dota_tooltip_ability_lina_001_base_damage,,基础伤害
dota_tooltip_ability_lina_002,,火雨
dota_tooltip_ability_lina_002_Description,,在目标区域降下火雨，持续%rain_duration%秒；每%rain_interval%秒造成一次攻击力%per_tick_damage_pct%%%的魔法伤害。
dota_tooltip_ability_lina_002_rain_radius,,作用范围
dota_tooltip_ability_lina_002_rain_duration,,持续时间
dota_tooltip_ability_lina_002_rain_interval,,伤害间隔
dota_tooltip_ability_lina_002_per_tick_damage_pct,,每跳攻击系数
dota_tooltip_ability_lina_003,,慢热
dota_tooltip_ability_lina_003_Description,,"每次释放技能使自己获得1层狂热,每层狂热使自身伤害增加%per_stack_damage_pct%%%，最多%max_stacks%层，每%stack_decay_interval%秒流逝1层。"
dota_tooltip_ability_lina_003_per_stack_damage_pct,,每层伤害加成
dota_tooltip_ability_lina_003_max_stacks,,最大层数
dota_tooltip_ability_lina_003_stack_decay_interval,,流逝间隔
dota_tooltip_ability_lina_004,,烈焰冲刺
dota_tooltip_ability_lina_004_Description,,冲刺%dash_distance%距离，路径留下烈焰地带，持续%trail_duration%秒，每秒对敌人造成攻击力%trail_damage_pct%%%的魔法伤害。
dota_tooltip_ability_lina_004_dash_distance,,冲刺距离
dota_tooltip_ability_lina_004_trail_duration,,灼地持续
dota_tooltip_ability_lina_005,,星灭
dota_tooltip_ability_lina_005_Description,,"召唤一颗陨石,对区域内敌人造成智力%int_damage_pct%%的魔法伤害,并使其眩晕%stun_duration%秒。"
dota_tooltip_ability_lina_005_projectile_speed,,投射物速度
dota_tooltip_ability_lina_005_impact_radius,,作用范围
dota_tooltip_ability_lina_005_burn_duration,,流星灼烧
dota_tooltip_ability_lina_005_int_damage_pct,,智力伤害百分数
dota_tooltip_ability_lina_005_stun_duration,,眩晕时长
dota_tooltip_ability_lina_005_cast_range,,施法距离
dota_tooltip_ability_lina_006,,烈焰炙烤
dota_tooltip_ability_lina_006_Description,,向前喷射一道火焰，持续消耗魔法值。每秒造成%int_damage_pct%%%智力的基础魔法伤害，该伤害和魔法消耗随释放时间增加，每秒增加%channel_ramp_pct_per_second%%%。
dota_tooltip_ability_lina_006_channel_duration,,引导时长
dota_tooltip_ability_lina_006_int_damage_pct,,每秒智力伤害%
dota_tooltip_ability_lina_006_channel_ramp_pct_per_second,,递增幅度%
dota_tooltip_ability_lina_006_beam_spawn_distance,,锚点距离
dota_tooltip_ability_lina_006_channel_mana_cost_per_second,,每秒基础耗蓝
dota_tooltip_ability_lina_007,,炎爆狂怒
dota_tooltip_ability_lina_007_Description,,"被击杀的单位有%trigger_chance_pct%%%概率发生爆炸,对%radius%范围,造成单位自身最大血量%max_health_damage_pct%%%伤害."
dota_tooltip_ability_lina_007_trigger_chance_pct,,触发概率%
dota_tooltip_ability_lina_007_radius,,爆炸范围
dota_tooltip_ability_lina_007_max_health_damage_pct,,最大生命伤害%
dota_tooltip_ability_lina_008,,技能008
dota_tooltip_ability_lina_008_Description,,释放其它技能后，自动选取自身%search_radius%范围内最近敌人，在其位置延迟%impact_delay%秒引爆：对%hit_radius%范围内敌人造成%damage_multiplier_pct%%%攻击力+%base_damage%的魔法伤害。
dota_tooltip_ability_lina_008_search_radius,,搜索范围
dota_tooltip_ability_lina_008_impact_delay,,引爆延迟
dota_tooltip_ability_lina_008_hit_radius,,引爆范围
dota_tooltip_ability_lina_008_damage_multiplier_pct,,伤害倍率%
dota_tooltip_ability_lina_008_base_damage,,基础伤害
dota_tooltip_ability_lina_009,,爆裂火球
dota_tooltip_ability_lina_009_Description,,"每过一段时间,向600周围内随机敌人发射一枚弹射3次的火球,造成%int_damage_pct%%%智力的魔法伤害和攻击特效,并附带灼烧效果。(释放间隔受冷却影响)"
dota_tooltip_ability_lina_009_projectile_speed,,投射物速度
dota_tooltip_ability_lina_009_int_damage_pct,,智力伤害百分数
dota_tooltip_ability_lina_009_search_radius,,搜索范围
dota_tooltip_ability_lina_009_bounce_count,,弹射次数
dota_tooltip_ability_lina_009_bounce_radius,,弹射范围
dota_tooltip_ability_lina_009_burn_duration,,灼烧持续
dota_tooltip_ability_lina_010,,熔岩弹
dota_tooltip_ability_lina_010_Description,,"朝指定区域投掷一枚熔岩弹,落地爆炸对%impact_radius%范围敌人造成智力%int_damage_pct%% 的魔法伤害,并眩晕%stun_duration%秒,附带灼烧效果持续%burn_duration%秒。"
dota_tooltip_ability_lina_010_projectile_speed,,投射物速度
dota_tooltip_ability_lina_010_impact_radius,,作用范围
dota_tooltip_ability_lina_010_int_damage_pct,,智力伤害百分数
dota_tooltip_ability_lina_010_stun_duration,,眩晕时长
dota_tooltip_ability_lina_010_burn_duration,,灼烧持续
dota_tooltip_ability_lina_010_cast_range,,施法距离
dota_tooltip_ability_lina_011,,火咒之印
dota_tooltip_ability_lina_011_Description,,"技能造成伤害时,有%proc_chance_pct%%%概率给目标添加1层火咒,每层使其受到技能伤害%incoming_skill_damage_pct_per_stack%%%。火咒每秒流逝1层,最高%max_stacks%层。"
dota_tooltip_ability_lina_011_max_stacks,,最大层数
dota_tooltip_ability_lina_011_proc_chance_pct,,触发概率
dota_tooltip_ability_lina_011_incoming_skill_damage_pct_per_stack,,每层技能承伤
dota_tooltip_ability_lina_011_stack_decay_interval,,流逝间隔
dota_tooltip_ability_lina_012,,回火护环
dota_tooltip_ability_lina_012_Description,,"击退周围单位对其造成%int_damage_pct%%%智力魔法伤害,并获得最大魔法值%shield_max_mana_pct%%%的临时护盾上限，持续%duration%秒。"
dota_tooltip_ability_lina_012_shield_max_mana_pct,,临时护盾上限%
dota_tooltip_ability_lina_012_int_damage_pct,,智力伤害百分数
dota_tooltip_ability_lina_012_reheat_radius,,爆炸范围
dota_tooltip_ability_lina_012_duration,,持续时间
dota_tooltip_ability_lina_013,,光击阵
dota_tooltip_ability_lina_013_Description,,"对目标区域内敌人造成智力%int_damage_pct%%%的魔法伤害，并眩晕%stun_duration%秒。每次释放获得1层光击余威，持续%stack_duration%秒，每层提供%buff_movespeed_pct_per_stack%%%移动速度。<br>光阵余威达到5层时移除所有层数，进入神格状态,获得20%伤害加成、20%伤害减免、50%移速加成和50%攻击速度，持续%max_stack_duration%秒。"
dota_tooltip_ability_lina_013_damage_radius,,作用范围
dota_tooltip_ability_lina_013_int_damage_pct,,智力伤害百分数
dota_tooltip_ability_lina_013_stun_duration,,眩晕时长
dota_tooltip_ability_lina_013_stack_duration,,叠层持续
dota_tooltip_ability_lina_013_max_stacks,,最大层数
dota_tooltip_ability_lina_013_buff_movespeed_pct_per_stack,,每层移速%
dota_tooltip_ability_lina_013_max_stack_duration,,神格持续
dota_tooltip_ability_pa_001,,窒息之刃
dota_tooltip_ability_pa_001_Description,,"对周围随机敌人投掷%projectile_count%枚匕首,每枚匕首视为1次攻击并附加%agility_damage_pct%%%敏捷的物理伤害,并%stun_chance_pct%%%概率使目标短暂眩晕。"
dota_tooltip_ability_pa_001_projectile_speed,,飞行速度
dota_tooltip_ability_pa_001_search_radius,,搜索范围
dota_tooltip_ability_pa_001_projectile_count,,投射物数量
dota_tooltip_ability_pa_001_fixed_damage,,基础伤害
dota_tooltip_ability_pa_001_agility_damage_pct,,敏捷伤害系数
dota_tooltip_ability_pa_002,,念动刃舞
dota_tooltip_ability_pa_002_Description,,每点智力使你的攻击速度提高%as_per_intelligence%点。
dota_tooltip_ability_pa_002_as_per_intelligence,,每智力攻速
dota_tooltip_ability_pa_003,,刺客印记
dota_tooltip_ability_pa_003_Description,,每次攻击为目标叠加印记，叠满%mark_max_stack%层时造成%agility_damage_multiplier%%%敏捷的物理伤害并清空印记。
dota_tooltip_ability_pa_003_mark_duration,,单层持续秒
dota_tooltip_ability_pa_003_mark_max_stack,,满层层数
dota_tooltip_ability_pa_003_agility_damage_multiplier,,敏捷伤害%
dota_tooltip_ability_pa_004,,疾风斩击
dota_tooltip_ability_pa_004_Description,,向目标方向冲刺，最大距离%dash_distance%。<br>对路径上%dash_hit_radius%范围内敌人造成%dash_hit_damage_multiplier_pct%%%攻击力物理伤害，移速大于%dash_movespeed_threshold%时，每%dash_movespeed_step%点额外移速使该伤害增加1%；首次命中的目标会额外触发1次攻击特效。
dota_tooltip_ability_pa_004_dash_distance,,冲刺距离
dota_tooltip_ability_pa_004_dash_hit_radius,,斩击范围
dota_tooltip_ability_pa_004_dash_hit_damage_multiplier_pct,,斩击伤害%
dota_tooltip_ability_pa_004_dash_movespeed_threshold,,移速增伤阈值
dota_tooltip_ability_pa_004_dash_movespeed_step,,每1%增伤所需移速
dota_tooltip_ability_pa_005,,洞察
dota_tooltip_ability_pa_005_Description,,"每次攻击获得%ability_value%点敏捷,最多叠加%max_stack%层,每秒流逝1层。"
dota_tooltip_ability_pa_005_ability_value,,敏捷数量
dota_tooltip_ability_pa_005_max_stack,,最大层数
dota_tooltip_ability_pa_006,,弱点打击
dota_tooltip_ability_pa_006_Description,,每对敌人造成%magic_hits_per_proc%次魔法伤害，额外对目标造成1次%agility_damage_pct%%%敏捷物理伤害。
dota_tooltip_ability_pa_006_magic_hits_per_proc,,累计魔法伤害次数
dota_tooltip_ability_pa_006_agility_damage_pct,,敏捷伤害%
dota_tooltip_ability_pa_007,,魅影无形
dota_tooltip_ability_pa_007_Description,,开启后获得模糊状态：闪避最终结果按照×%evasion_multiplier%计算，移速+%bonus_movespeed_pct%%%，持续%duration%秒。模糊持续期间，普通攻击会追加%agility_fixed_damage_pct%%%总敏捷的固定物理伤害并再触发1次攻击。
dota_tooltip_ability_pa_007_bonus_movespeed_pct,,移速加成
dota_tooltip_ability_pa_007_duration,,持续时间
dota_tooltip_ability_pa_007_evasion_multiplier,,闪避倍数
dota_tooltip_ability_pa_007_agility_fixed_damage_pct,,追击固定敏捷伤%
dota_tooltip_ability_pa_008,,兵势
dota_tooltip_ability_pa_008_Description,,受到有效生命回复或吸血时，获得等量兵势。下次攻击消耗所有兵势，造成其%damage_multiplier_pct%%%额外物理伤害。
DOTA_Tooltip_ability_pa_008_Lore,,"药品不会触发该效果,兵势积累不会超过最大生命值。"
dota_tooltip_ability_pa_008_damage_multiplier_pct,,兵势伤害倍率%
dota_tooltip_ability_pa_009,,刀阵旋风
dota_tooltip_ability_pa_009_Description,,"对%damage_radius%范围内敌人造成%attack_damage_multiplier_pct%%%攻击力的物理伤害,恢复造成伤害%heal_from_damage_pct%%%的生命。"
dota_tooltip_ability_pa_009_damage_radius,,作用范围
dota_tooltip_ability_pa_009_attack_damage_multiplier_pct,,伤害倍率%
dota_tooltip_ability_pa_009_enemies_per_heal_proc,,人数阈值
dota_tooltip_ability_pa_009_heal_from_damage_pct,,回复比例%
dota_tooltip_ability_pa_010,,嗜血
dota_tooltip_ability_pa_010_Description,,每次攻击恢复自身总敏捷的%agility_restore_pct%%%生命值。
dota_tooltip_ability_pa_010_agility_restore_pct,,敏捷回复%
dota_tooltip_ability_pa_011,,灵巧训练
dota_tooltip_ability_pa_011_Description,,"获得15%闪避,每次触发闪避时,获得5%移速加成,最多叠加5层,每5秒流逝1层。"
dota_tooltip_ability_pa_012,,刺杀术
dota_tooltip_ability_pa_012_Description,,每具有%agility_per_attack_bonus%点敏捷使幻影刺客额外增加%base_attack_bonus_per_step%点基础攻击力。
dota_tooltip_ability_pa_012_agility_per_attack_bonus,,敏捷步长
dota_tooltip_ability_pa_012_base_attack_bonus_per_step,,基础攻击力
Achievement_achievement_0097_name,,初露锋芒·5级
Achievement_achievement_0097_description,,英雄等级达到5级
Achievement_achievement_0098_name,,渐入佳境·10级
Achievement_achievement_0098_description,,英雄等级达到10级
