--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build ec5ff63 
  ~ auto-generated — do not edit
]]


Tokens,English,SChinese
room_selection_标准难度与掉落,Standard difficulty and drops.,标准难度与掉落。
room_selection_已开启为X难度,Active difficulty: {mode},已开启为{mode}难度
room_selection_怪物威胁显著提高,Monster threat greatly increased,怪物威胁显著提高
room_selection_选择传送方式,Select Travel Mode,选择传送方式
room_selection_地图加载失败请重试,Failed to load map. Please try again.,地图加载失败，请重试
room_selection_勇敢是冒险者的墓志铭,'Brave' is the adventurer's epitaph.,“勇敢”是冒险者的墓志铭。
room_selection_房间不稳定,Unstable Room,房间不稳定
room_selection_房间X稳定度Y,{room} · Stability {pct}%,{room} 稳定度 {pct}%
room_selection_确认进入不稳定房间,Enter Unstable Room?,确认进入不稳定房间
room_selection_当前稳定度X,Current Stability {pct}%,当前稳定度 {pct}%
room_selection_房间环境异常说明,This room is unstable. Monster threat will be greatly increased.,房间环境异常，怪物威胁会显著提高。
room_selection_确认进入,Enter Anyway,确认进入
room_selection_取消,Cancel,取消
room_selection_派遣,Dispatch,派遣
room_selection_派遣奖励已领取,Dispatch rewards claimed,派遣奖励已领取
room_selection_派遣已开始,Dispatch started,派遣已开始
room_selection_派遣已中止,Dispatch stopped; currently found supplies were claimed,派遣已中止，当前已搜索物资已领取
room_selection_中止派遣,Stop Dispatch,中止派遣
room_selection_中止派遣确认标题,Stop this dispatch?,确认中止派遣？
room_selection_中止派遣确认说明,"Claim the {count} supplies already found now? Supplies not yet found will be lost, and the 30 Fatigue already spent will not be refunded.",将立即领取当前已搜索到的 {count} 份物资。尚未搜索到的物资会丢失，已消耗的30点疲劳不会返还。
room_selection_确认中止派遣,Confirm Stop,确认中止
room_selection_派遣疲劳不足,Not enough fatigue,疲劳不足
room_selection_派遣资格不足,Dispatch qualification required,尚未获得派遣资格
room_selection_当前职业不可派遣,Current class cannot be dispatched,当前职业无法派遣
room_selection_职业正在派遣,Class is already dispatched,该职业正在派遣
room_selection_本图派遣中,This map already has an active dispatch,该地图已有进行中的派遣
room_selection_派遣奖励空间不足,Not enough inventory or warehouse space,背包或仓库空间不足
room_selection_派遣存档不可用,Save is temporarily unavailable,存档暂不可写入
room_selection_派遣奖励未配置,Dispatch rewards are not configured,派遣奖励尚未配置
room_selection_派遣操作失败,Dispatch request failed,派遣操作失败
room_selection_派遣可领取,Ready to claim,可领取
room_selection_派遣中,Dispatching,派遣中
room_selection_派遣未开放,Dispatch unavailable,派遣未开放
room_selection_派遣资格,Dispatch qualification,派遣资格
room_selection_派遣资格说明,"Start a qualification challenge on Hard difficulty, remain solo, do not transfer maps, evacuate successfully, and earn at least {score} Hunting Score.",主动以困难难度开始资格挑战，保持单人、未跨图并成功撤离，本局狩猎分达到 {score}。
room_selection_派遣疲劳消耗X,Fatigue: {cost},疲劳消耗：{cost}
room_selection_派遣抽取次数X,Draws: {count},奖励抽取：{count} 次
room_selection_派遣已搜索物资X,Supplies found: {found},已搜索物资：{found}
room_selection_派遣已搜刮金币X,Gold scavenged: {found},已搜刮金币：{found}
room_selection_派遣下批物资X,Next supplies in {time},下批物资：{time} 后
room_selection_派遣尚未找到物资,No supplies found yet,尚未搜索到物资
room_selection_查看全部物资,View All,查看全部
room_selection_全部已搜索物资,All Found Supplies,全部已搜索物资
room_selection_查看可搜刮物资,Loot Catalog,物资图鉴
room_selection_可搜刮物资图鉴,Scavengeable Supplies,可搜刮物资图鉴
room_selection_可搜刮物资数量X,{count} supplies; each search is an independent draw,共 {count} 种物资，每次搜索独立抽取
room_selection_单次搜索概率X,Per search: {probability},单次搜索：{probability}
room_selection_暂无可搜刮物资,No scavengeable supplies,暂无可搜刮物资
room_selection_派遣效率X,Search efficiency: x{multiplier},搜索效率：x{multiplier}
room_selection_派遣约等于X趟,About {count} hard runs,约等于 {count} 趟困难资源
room_selection_派遣预计物资X,Estimated supplies: {count},预计物资：{count} 份
room_selection_可派遣职业,Available classes,可派遣职业
room_selection_派遣最低通关时间X,Best clear: {time},最低通关时间：{time}
room_selection_暂无可派遣职业,No eligible class is available for this map.,当前没有可派遣职业
room_selection_派遣任务,Dispatch tasks,派遣任务
room_selection_派遣剩余时间X,{time} remaining,剩余 {time}
room_selection_领取派遣奖励,Claim rewards,领取奖励
room_selection_暂无派遣任务,No active dispatch tasks.,暂无派遣任务
room_selection_派遣预计等待X,Estimated wait: {time},预计等待：{time}
room_selection_开始派遣,Start dispatch,开始派遣
room_selection_开始资格挑战,Start qualification challenge,开始资格挑战
room_selection_资格挑战已开始,Qualification challenge started,资格挑战已开始
room_selection_重新挑战刷新最佳时间,Retry Challenge / Improve Best Time,重新挑战 / 刷新最佳时间
room_selection_派遣资格挑战,Dispatch Qualification Challenge,派遣资格挑战
room_selection_本次用时,Current Time,本次用时
room_selection_历史最佳,Personal Best,历史最佳
room_selection_无记录,No Record,无记录
room_selection_最低狩猎分,Minimum Hunting Score,最低狩猎分
room_selection_单人挑战,Solo Challenge,单人挑战
room_selection_未跨图,No Map Transfer,未跨图
room_selection_成功撤离,Successful Evacuation,成功撤离
room_selection_已满足,Complete,已满足
room_selection_待完成,Pending,待完成
room_selection_失败,Failed,失败
room_selection_派遣资格挑战成功,Dispatch Qualification Succeeded,派遣资格挑战成功
room_selection_派遣资格挑战失败,Dispatch Qualification Failed,派遣资格挑战失败
room_selection_资格挑战本次用时X,Time: {time},本次用时：{time}
room_selection_资格挑战狩猎分XY,Hunting Score: {current} / {target},狩猎分：{current} / {target}
room_selection_资格挑战失败原因X,Failure: {reason},失败原因：{reason}
room_selection_资格挑战失败原因多人,Solo challenge failed,单人挑战失败
room_selection_资格挑战失败原因跨图,Map transfer detected,发生过跨图
room_selection_资格挑战失败原因未撤离,Evacuation failed,未能成功撤离
room_selection_资格挑战失败原因狩猎分,Hunting Score requirement not met,狩猎分未达到要求
room_selection_资格挑战失败原因重载,Challenge state was interrupted,挑战状态因重载中断
room_selection_资格挑战失败原因未知,Qualification requirements not met,资格条件未满足