--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build ec5ff63 
  ~ auto-generated — do not edit
]]


Tokens,English,SChinese
shop_mall_生效中,Active,生效中
shop_mall_账户级特权,Account-wide Perk,账户级特权
shop_mall_已到期,Expired,已到期
shop_mall_有效期至,Valid until: {time},有效期至：{time}
shop_mall_月卡特权_背包,+5 Extra Backpack Slots,+5额外背包格子
shop_mall_月卡特权_幸运,+30 Luck,+30幸运值
shop_mall_月卡特权_商店商品数量,+4 Shop Items,+4商店商品数量
shop_mall_月卡特权_疲劳,+100 Daily Fatigue,+100 每日疲劳
shop_mall_每日可领取,Daily Claim,每日可领取
shop_mall_永久卡特权_背包,+5 Extra Backpack Slots,+5额外背包格子
shop_mall_永久卡特权_幸运,+30 Luck,+30幸运值
shop_mall_永久卡特权_仓库,+50 Warehouse Capacity,+50仓库上限
shop_mall_永久卡特权_疲劳,+200 Daily Fatigue,+200 每日疲劳
shop_mall_品质普通,Common,普通
shop_mall_品质优秀,Superior,优秀
shop_mall_品质稀有,Rare,稀有
shop_mall_品质史诗,Epic,史诗
shop_mall_品质传奇,Legendary,传奇
shop_mall_品质神话,Mythic,神话
shop_mall_类型装备,Equip,装备
shop_mall_类型配方,Blueprint,配方
shop_mall_类型特殊,Special,特殊
shop_mall_类型宝石,Gem,宝石
shop_mall_类型药剂,Potion,药剂
shop_mall_类型材料,Material,材料
shop_mall_物品等级,Level,等级
shop_mall_物品数量,Quantity,数量
shop_mall_基础版,Basic Version,基础版
shop_mall_豪华版,Deluxe Version,豪华版
shop_mall_三张全新地图,3 New Maps,3张全新地图
shop_mall_末影秘境新材料,New End Shadow Materials,末影秘境新材料
shop_mall_全新装备图纸,New Equipment Blueprints,全新装备图纸
shop_mall_新天赋树,New Talent Tree,新天赋树
shop_mall_末影秘境,End Shadow Realm,末影秘境
shop_mall_末影秘境副标题,Explore a brand new world of End Shadow.,末影秘境扩展包，探索全新世界。
shop_mall_基础版描述,"Purchase grants a Pass Sigil. Use it to unlock all basic expansion content: 3 new maps, new End Shadow materials, new equipment blueprints and a new talent tree.",购买获得末影秘契，使用后解锁扩展包基础权益：<br>1.解锁3张全新地图《末影雷山》《末影神殿》《欲望神殿》。<br>2.末影秘境新材料。<br>3.解锁末影天赋树。<br>4.重复购买仅能在交易所出售。
shop_mall_豪华版描述,Purchase directly grants an Ender Sigil.<br>1. Includes all Basic Edition benefits.<br>2. Adds 5 Ender specialty potions.,购买直接获得末影秘契。<br>1.包含全部基础版权益。<br>2.额外包含末影特调*5。
shop_mall_已包含,Included,已包含
shop_mall_购买基础版,Buy Basic,购买基础版
shop_mall_已拥有豪华版,Deluxe Owned,已拥有豪华版
shop_mall_购买豪华版,Buy Deluxe,购买豪华版
shop_mall_豪华版已解锁,Deluxe Unlocked,豪华版已解锁
shop_mall_首购八折权益可用,First-purchase 20% off available,首购8折权益可用
shop_mall_首购八折,First-purchase 20% Off,首购8折
shop_mall_扩展包权益已解锁,Expansion Benefits Unlocked,扩展包权益已解锁
shop_mall_可重复购买,Repeatable Purchase,可重复购买
shop_mall_购买末影秘契,Buy Pass Sigil,购买
shop_mall_宝箱内容,Ender Cache Contents,宝箱内容
shop_mall_限时福利,Limited-time Benefit,限时福利
shop_mall_兑换码领奖,Redeem Code Rewards,兑换码领奖
shop_mall_输入兑换码后即领取奖励每个账号每个兑换码仅可使用,Enter a redemption code to claim rewards. Each account can use each code only once.,输入兑换码后即领取奖励，每个账号每个兑换码仅可使用一次。
shop_mall_已兑换数量,Redeemed Count,已兑换数量
shop_mall_最近兑换,Recent Redemption,最近兑换
shop_mall_奖励已发放,Reward delivered,奖励已发放
shop_mall_暂无记录,No records,暂无记录
shop_mall_请输入兑换码,Enter redemption code,请输入兑换码
shop_mall_立即兑换,Redeem Now,立即兑换
shop_mall_秘宝开启中,Opening Treasure,秘宝开启中
shop_mall_获得奖励,Reward Acquired,获得奖励
shop_mall_神秘碎片,Mystic Fragment,神秘碎片
shop_mall_饰品碎片,Wearable Fragment,饰品碎片
shop_mall_饰品碎片商店,Wearable Fragment Shop,饰品碎片商店
shop_mall_饰品碎片商城,Wearable Fragment Shop,饰品碎片商城
shop_mall_重复饰品会自动转化为饰品碎片可在这里兑换最高品质饰品,"Duplicate wearables are converted into Wearable Fragments, which can be exchanged here for top-quality wearables.",重复饰品会自动转化为饰品碎片，可在这里兑换最高品质饰品。
shop_mall_自动转化为饰品碎片,Converted into Wearable Fragments,自动转化为饰品碎片
shop_mall_饰品碎片不足,Not enough Wearable Fragments.,饰品碎片不足
shop_mall_已拥有该饰品,This wearable is already owned.,已拥有
shop_mall_碎片商店,Fragment Shop,碎片商店
shop_mall_碎片商城,Fragment Shop,碎片商城
shop_mall_重复图纸会自动转化为神秘碎片可在这里兑换稀有物资,"Duplicate blueprints are automatically converted into Mystic Fragments, which can be exchanged here for rare supplies.",重复图纸会自动转化为神秘碎片，可在这里兑换稀有物资。
shop_mall_当前碎片,Current Fragments,当前碎片
shop_mall_兑换,Exchange,兑换
shop_mall_不足,Insufficient,不足
shop_mall_碎片商城商品不存在,Fragment shop item does not exist.,碎片商城商品不存在
shop_mall_神秘碎片不足,Not enough Mystic Fragments.,神秘碎片不足
shop_mall_当前秘宝暂未开放,This treasure is not open yet.,当前秘宝暂未开放
shop_mall_神秘钥匙数量不足,Not enough Mystic Keys.,神秘钥匙数量不足
shop_mall_操作太快了请稍后再试,Too many actions. Please try again later.,操作太快了，请稍后再试
shop_mall_秘宝开启失败请稍后重试,Failed to open treasure. Please try again later.,秘宝开启失败，请稍后重试
shop_mall_抽取,Draw,抽取
shop_mall_查看详情,View Details,查看详情
shop_mall_开启1次,Open 1,开启 1 次
shop_mall_开启10次,Open 10,开启 10 次
shop_mall_该秘宝暂未配置掉落数据,This treasure has no drop data configured yet.,该秘宝暂未配置掉落数据
shop_mall_奖励结算中,Settling rewards...,奖励结算中...
shop_mall_暂未获得奖励,No reward yet,暂未获得奖励
shop_mall_开启中,Opening...,开启中...
shop_mall_再开1次,Open 1 More,再开 1 次
shop_mall_再开10次,Open 10 More,再开 10 次
shop_mall_确认,Confirm,确认
shop_mall_跳过动画,Skip Animation,跳过动画
shop_mall_碎片,Fragment,碎片
shop_mall_自动转化为神秘碎片,Automatically converted into Mystic Fragments,自动转化为神秘碎片
shop_mall_兑换数量X,Exchange Quantity x{count},兑换数量 x{count}
shop_mall_正在开启X请稍候,"Opening {name}, please wait...",正在开启 {name}，请稍候...
shop_mall_本次X获得以下奖励,This {draw} obtained the following rewards,本次{draw}获得以下奖励
shop_mall_X连抽,{count} Draws,{count} 连抽
shop_mall_概率X,Probability {probability},概率 {probability}
shop_mall_命中概率X,Hit Chance {probability},命中概率 {probability}
shop_mall_池内概率X,Pool Chance {probability},池内概率 {probability}
shop_mall_秘宝稀有掉落池,Rare Drop Pool,稀有掉落池
shop_mall_秘宝史诗掉落池,Epic Drop Pool,史诗掉落池
shop_mall_秘宝传说掉落池,Legendary Drop Pool,传说掉落池
shop_mall_秘宝神话掉落池,Mythic Drop Pool,神话掉落池
shop_mall_秘宝特殊掉落池,Special Drop Pool,特殊掉落池
shop_mall_品质X,Quality {quality},品质 {quality}
shop_mall_红档保底标题,{count}-draw {quality} pity,{count} 抽{quality}保底
shop_mall_下次必出红档,Next draw guarantees red tier,下次必出红档
shop_mall_距离红档保底X次,{count} draws until red pity,距离红档保底 {count} 次
shop_mall_红档概率说明,"{quality} base {base}, consolidated {comprehensive}",{quality}基础概率 {base}，综合概率约 {comprehensive}
shop_mall_红档软保底说明,Rate for {quality} increases from draw {start}; {quality} guaranteed by draw {count},第 {start} 抽起{quality}概率提升，第 {count} 抽必出{quality}
shop_mall_抽到X,Drawn {name},抽到 {name}
shop_mall_恢复点券加载中,Next -- points in --:--:--,--:--:-- 后恢复 -- 点券
shop_mall_恢复点券已达上限,Recovery points are at capacity,恢复点券已达上限
shop_mall_X后恢复Y点券,Next {points} points in {time},{time} 后恢复 {points} 点券
shop_mall_赞助商城角标,SPONSOR SHOP,赞助商城
shop_mall_限购X次,Purchase limit: {count},限购 {count} 次
shop_mall_折扣超值,{discount} Great Value,{discount}超值
shop_mall_概率预测,Probability Forecast,概率预测
shop_mall_本轮实际概率,Current Draw Probabilities,本轮实际概率
shop_mall_保底池X,Pity: {pool},保底：{pool}
shop_mall_收起,Collapse,收起
shop_mall_单抽,Single,单抽
shop_mall_十抽均,10-Draw Avg.,十抽均
shop_mall_保底,Pity,保底
shop_mall_池子期望概率,Expected Pool Probabilities,池子期望概率
shop_mall_理性消费提示,Play responsibly and spend within your means.,适度娱乐，合理消费。
shop_mall_额外钥匙奖励,Extra Key Rewards,额外钥匙奖励
shop_mall_额外钥匙奖励说明,"Legendary and Mythic rewards grant extra keys. Keys from a Legendary reward: {small}; keys from a Mythic reward: {big}.<br>1. Fill every gold cell to guarantee a Mythic reward on the next round.<br>2. If you draw a Mythic reward early, all gold-cell rewards in the current round are activated.",抽到传说奖励或神话奖励会累计额外钥匙。传说奖励可领取 {small} 把钥匙，神话奖励可领取 {big} 把钥匙。<br>1. 当累计全部金色格子后，下轮将直接命中神话奖励。<br>2. 提前命中神话奖励时，将激活当前轮的所有金色格子奖励。
shop_mall_期望命中X,Expected hit: {probability},期望命中 {probability}
shop_mall_权重X池内概率Y,Weight {weight} / Pool chance {probability},权重 {weight} / 池内概率 {probability}
shop_mall_惊喜首充,First Top-Up Surprise,惊喜首充
shop_mall_惊喜首充副标题,Permanently expand your backpack by 3 slots. Limited to 1 purchase.,使用后永久增加3格背包上限，限购1次。
shop_mall_立即抢购,Grab Now,立即抢购
shop_mall_稍后再说,Maybe Later,稍后再说
account_assets_entry,My Account Assets,查看账户资产
account_assets_title,My Account Assets,查看账户资产
account_assets_subtitle,"Wallet, permanent pool, consumables, and badges",点券、永恒点券池、账号消耗品与纪念章总览
account_assets_new_season_points_warning,Point-purchased items do not carry over to new season servers. Save some recovery points to prepare!,"新赛季区不会继承非账户资产的点卷商品,建议积攒一些恢复点卷备战!"
account_assets_permanent_pool,Permanent Point Pool,永恒点券池
account_assets_total_recovered,The Eternal Point Pool has restored {points} points for you,永恒点券池累计已恢复 {points} 点券
account_assets_total_recovered_loading,The Eternal Point Pool has restored -- points for you,永恒点券池帮你恢复过 -- 点券
account_assets_season_currency,Season Coins,赛季币
account_assets_badges,Leaderboard Badges,排行榜徽章
account_assets_badges_readonly,Manage display selection on the leaderboard page,展示选择请前往排行榜页面管理
account_assets_selected,Displayed,展示中
account_assets_no_badges,No leaderboard badges owned yet,暂未拥有排行榜徽章
account_assets_universal_notice,"All account assets are shared across every season, server, and map.",所有账号资产将在各赛季共用，不区分服务器及地图。
account_assets_badge_level,Level {level},等级 {level}
account_assets_badge_tax,Tax Tycoon Badge,纳税大亨纪念章
account_assets_badge_hunting,Hunting Champion Badge,狩猎冠军纪念章
account_assets_badge_gold,Gold Tycoon Badge,金币大亨纪念章
account_assets_badge_warehouse_value,Golden Hamster Badge,金仓鼠纪念章
account_assets_badge_sponsor,Sponsor Badge,赞助勋章
account_assets_items_permissions,Account Items & Permissions,账户物品与权限
account_assets_items_permissions_hint,Account permissions are shared across all seasons,账户权限在所有赛季和服务器间共享
account_assets_eternal_recovery_card,Eternal Recovery Card,永恒恢复卡
account_assets_eternal_recovery_card_desc,Use to immediately restore one day's Permanent Point Pool recovery,使用后立即恢复1天的永恒点券池
account_assets_season_membership_card,Season Membership Card,赛季会员卡
account_assets_season_membership_card_desc,Use to activate Season Membership benefits for the current season,使用后激活本赛季的赛季会员权益
account_assets_current_season_activated,Activated This Season,本赛季已激活
account_assets_owned_count,Owned: {count},持有：{count}
account_assets_using,Using...,使用中...
account_assets_pool_full,Pool Full,池已满
account_assets_use,Use,使用
account_assets_permanent_premium_entitlement,Permanent Premium Benefits,永久尊享权限
account_assets_permanent_premium_entitlement_desc,Purchased once in any server and shared permanently across all seasons,任意区购买一次后永久共享至所有赛季，无需再次购买
account_assets_permanent_unlocked,Permanently Unlocked,永久权益已解锁
account_assets_permanent_locked,Not Unlocked,尚未解锁