--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build ec5ff63 
  ~ auto-generated — do not edit
]]


Tokens,English,SChinese
DOTA_Tooltip_ability_item_0117_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0118_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0119_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0119_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0120_bonus_armor,+Armor,+护甲
DOTA_Tooltip_ability_item_0121_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0121_bonus_strength,+Strength Bonus,+力量
DOTA_Tooltip_ability_item_0121_health_regen,+Health Regen,+生命恢复
DOTA_Tooltip_ability_item_0122_extra_backpack_slot_limit,+Extra Backpack Slots,+额外背包格子
DOTA_Tooltip_ability_item_0123_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0123_base_magic_resistance,+Magic Resistance,+魔法抗性
DOTA_Tooltip_ability_item_0124_bonus_all_stats,+All Stats Bonus,+全属性
DOTA_Tooltip_ability_item_0125_bonus_armor,+Armor,+护甲
DOTA_Tooltip_ability_item_0125_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0126_bonus_agility,+Agility Bonus,+敏捷
DOTA_Tooltip_ability_item_0126_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0127_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0127_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0128_bonus_all_stats,+All Stats Bonus,+全属性
DOTA_Tooltip_ability_item_0128_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0129_crit_chance_pct,%+Crit Chance,%+暴击
DOTA_Tooltip_ability_item_0129_crit_damage_pct,%+Crit Damage,%+暴击伤害
DOTA_Tooltip_ability_item_0130_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0130_crit_chance_pct,%+Crit Chance,%+暴击
DOTA_Tooltip_ability_item_0130_crit_damage_pct,%+Crit Damage,%+暴击伤害
DOTA_Tooltip_ability_item_0131_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0131_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0131_crit_chance_pct,%+Crit Chance,%+暴击
DOTA_Tooltip_ability_item_0131_crit_damage_pct,%+Crit Damage,%+暴击伤害
DOTA_Tooltip_ability_item_0132_bonus_strength,+Strength Bonus,+力量
DOTA_Tooltip_ability_item_0132_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0133_bonus_all_stats,+All Stats Bonus,+全属性
DOTA_Tooltip_ability_item_0134_bonus_agility,+Agility Bonus,+敏捷
DOTA_Tooltip_ability_item_0134_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0135_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0135_magical_damage_add_pct,%+Magical Damage Bonus,%+魔法伤害加成
DOTA_Tooltip_ability_item_0136_bonus_all_stats,+All Stats Bonus,+全属性
DOTA_Tooltip_ability_item_0137_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0137_base_mana,+Base Mana,+基础魔法值
DOTA_Tooltip_ability_item_0138_bonus_strength,+Strength Bonus,+力量
DOTA_Tooltip_ability_item_0138_bonus_agility,+Agility Bonus,+敏捷
DOTA_Tooltip_ability_item_0138_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0139_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0139_bonus_mana,+Bonus Mana,+额外魔法值
DOTA_Tooltip_ability_item_0140_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0141_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0142_attack_lifesteal_pct,%+Attack Lifesteal,%+攻击吸血
DOTA_Tooltip_ability_item_0142_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0143_bonus_all_stats,+All Stats Bonus,+全属性
DOTA_Tooltip_ability_item_0143_spell_lifesteal_pct,%+Spell Lifesteal,%+技能吸血
DOTA_Tooltip_ability_item_0144_crit_chance_pct,%+Crit Chance,%+暴击
DOTA_Tooltip_ability_item_0144_base_movespeed,+Base Move Speed,+基础移动速度
DOTA_Tooltip_ability_item_0145_bonus_all_stats,+All Stats Bonus,+全属性
DOTA_Tooltip_ability_item_0146_health_regen,+Health Regen,+生命恢复
DOTA_Tooltip_ability_item_0147_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0147_bonus_mana,+Bonus Mana,+额外魔法值
DOTA_Tooltip_ability_item_0147_magical_damage_add_pct,%+Magical Damage Bonus,%+魔法伤害加成
DOTA_Tooltip_ability_item_0148_bonus_agility,+Agility Bonus,+敏捷
DOTA_Tooltip_ability_item_0148_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0148_bonus_armor,+Armor,+护甲
DOTA_Tooltip_ability_item_0148_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0149_bonus_strength,+Strength Bonus,+力量
DOTA_Tooltip_ability_item_0150_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0151_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0151_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0151_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0152_base_movespeed,+Base Move Speed,+基础移动速度
DOTA_Tooltip_ability_item_0152_bonus_agility,+Agility Bonus,+敏捷
DOTA_Tooltip_ability_item_0152_bonus_armor,+Armor,+护甲
DOTA_Tooltip_ability_item_0153_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0153_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0153_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0154_health_regen,+Health Regen,+生命恢复
DOTA_Tooltip_ability_item_0154_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0155_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0155_attack_lifesteal_pct,%+Attack Lifesteal,%+普攻吸血
DOTA_Tooltip_ability_item_0156_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0157_base_movespeed,+Base Move Speed,+基础移动速度
DOTA_Tooltip_ability_item_0157_extra_backpack_slot_limit,+Extra Backpack Slots,+额外背包格子
DOTA_Tooltip_ability_item_0158_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0158_view_distance,+View Distance,+英雄视野
DOTA_Tooltip_ability_item_0158_base_movespeed,+Base Move Speed,+基础移动速度
DOTA_Tooltip_ability_item_0159_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0159_bonus_mana,+Bonus Mana,+额外魔法值
DOTA_Tooltip_ability_item_0159_health_regen,+Health Regen,+生命恢复
DOTA_Tooltip_ability_item_0160_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0160_health_regen_pct,%+health regen pct,%+生命恢复百分比
DOTA_Tooltip_ability_item_0161_bonus_all_stats,+All Stats Bonus,+全属性
DOTA_Tooltip_ability_item_0161_evasion_pct,%+Evasion,%+闪避
DOTA_Tooltip_ability_item_0161_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0162_health_regen,+Health Regen,+生命恢复
DOTA_Tooltip_ability_item_0162_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0162_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0163_bonus_mana,+Bonus Mana,+额外魔法值
DOTA_Tooltip_ability_item_0164_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0165_bonus_agility,+Agility Bonus,+敏捷
DOTA_Tooltip_ability_item_0165_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0166_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0167_bonus_all_stats,+All Stats Bonus,+全属性
DOTA_Tooltip_ability_item_0167_spell_amplify_pct,%+Spell Amplify,%+技能伤害
DOTA_Tooltip_ability_item_0168_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0168_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0169_bonus_all_stats,+All Stats Bonus,+全属性
DOTA_Tooltip_ability_item_0170_bonus_agility,+Agility Bonus,+敏捷
DOTA_Tooltip_ability_item_0171_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0172_bonus_strength,+Strength Bonus,+力量
DOTA_Tooltip_ability_item_0173_base_movespeed,+Base Move Speed,+基础移动速度
DOTA_Tooltip_ability_item_0173_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0173_evasion_pct,%+Evasion,%+闪避
DOTA_Tooltip_ability_item_0174_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0174_bonus_strength,+Strength Bonus,+力量
DOTA_Tooltip_ability_item_0174_damage_reduction_pct,%+Damage Reduction,%+伤害减免
DOTA_Tooltip_ability_item_0176_base_agility,+Agility,+敏捷
DOTA_Tooltip_ability_item_0176_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0176_bonus_movespeed_pct,%+Move Speed Percentage,%+移动速度
DOTA_Tooltip_ability_item_0177_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0177_magical_damage_add_pct,%+Magical Damage Bonus,%+魔法伤害加成
DOTA_Tooltip_ability_item_0178_bonus_strength,+Strength Bonus,+力量
DOTA_Tooltip_ability_item_0178_health_regen,+Health Regen,+生命恢复
DOTA_Tooltip_ability_item_0179_bonus_strength,+Strength Bonus,+力量
DOTA_Tooltip_ability_item_0179_base_agility,+Agility,+敏捷
DOTA_Tooltip_ability_item_0179_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0179_bonus_movespeed_pct,%+Move Speed Percentage,%+移动速度
DOTA_Tooltip_ability_item_0179_health_regen,+Health Regen,+生命恢复
DOTA_Tooltip_ability_item_0180_bonus_strength,+Strength Bonus,+力量
DOTA_Tooltip_ability_item_0180_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0180_spell_amplify_pct,%+Spell Amplify,%+技能伤害
DOTA_Tooltip_ability_item_0181_base_agility,+Agility,+敏捷
DOTA_Tooltip_ability_item_0181_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0181_bonus_movespeed_pct,%+Move Speed Percentage,%+移动速度
DOTA_Tooltip_ability_item_0181_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0181_magical_damage_add_pct,%+Magical Damage Bonus,%+魔法伤害加成
DOTA_Tooltip_ability_item_0182_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0183_bonus_all_stats,+All Stats Bonus,+全属性
DOTA_Tooltip_ability_item_0184_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0184_physical_damage_add_pct,%+Physical Damage Bonus,%+物理伤害加成
DOTA_Tooltip_ability_item_0185_bonus_mana,+Bonus Mana,+额外魔法值
DOTA_Tooltip_ability_item_0185_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0186_bonus_strength,+Strength Bonus,+力量
DOTA_Tooltip_ability_item_0187_bonus_agility,+Agility Bonus,+敏捷
DOTA_Tooltip_ability_item_0187_physical_damage_add_pct,%+Physical Damage Bonus,%+物理伤害加成
DOTA_Tooltip_ability_item_0188_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0189_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0189_base_magic_resistance,+Magic Resistance,+魔法抗性
DOTA_Tooltip_ability_item_0190_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0190_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0191_bonus_all_stats,+All Stats Bonus,+全属性
DOTA_Tooltip_ability_item_0192_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0192_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0192_bonus_mana,+Bonus Mana,+额外魔法值
DOTA_Tooltip_ability_item_0193_bonus_all_stats,+All Stats Bonus,+全属性
DOTA_Tooltip_ability_item_0194_bonus_mana,+Bonus Mana,+额外魔法值
DOTA_Tooltip_ability_item_0194_health_regen,+Health Regen,+生命恢复
DOTA_Tooltip_ability_item_0194_bonus_cast_range,+bonus cast range,+额外施法距离
DOTA_Tooltip_ability_item_0195_base_movespeed,+Base Move Speed,+基础移动速度
DOTA_Tooltip_ability_item_0195_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0195_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0196_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0196_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0196_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0196_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0197_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0197_bonus_mana,+Bonus Mana,+额外魔法值
DOTA_Tooltip_ability_item_0197_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0198_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0198_base_magic_resistance,+Magic Resistance,+魔法抗性
DOTA_Tooltip_ability_item_0199_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0199_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0199_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0199_base_mana,+Base Mana,+基础魔法值
DOTA_Tooltip_ability_item_0200_bonus_mana,+Bonus Mana,+额外魔法值
DOTA_Tooltip_ability_item_0200_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0201_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0201_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0201_bonus_mana,+Bonus Mana,+额外魔法值
DOTA_Tooltip_ability_item_0201_health_regen,+Health Regen,+生命恢复
DOTA_Tooltip_ability_item_0202_bonus_strength,+Strength Bonus,+力量
DOTA_Tooltip_ability_item_0202_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0203_base_movespeed,+Base Move Speed,+基础移动速度
DOTA_Tooltip_ability_item_0203_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0204_bonus_all_stats,+All Stats Bonus,+全属性
DOTA_Tooltip_ability_item_0204_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0204_bonus_mana,+Bonus Mana,+额外魔法值
DOTA_Tooltip_ability_item_0204_spell_amplify_pct,%+Spell Amplify,%+技能伤害
DOTA_Tooltip_ability_item_0205_evasion_pct,%+Evasion,%+闪避
DOTA_Tooltip_ability_item_0205_base_movespeed,+Base Move Speed,+基础移动速度
DOTA_Tooltip_ability_item_0206_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0206_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0206_physical_damage_add_pct,%+Physical Damage Bonus,%+物理伤害加成
DOTA_Tooltip_ability_item_0207_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0207_physical_damage_add_pct,%+Physical Damage Bonus,%+物理伤害加成
DOTA_Tooltip_ability_item_0207_health_regen,+Health Regen,+生命恢复
DOTA_Tooltip_ability_item_0207_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0208_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0208_spell_amplify_pct,%+Spell Amplify,%+技能伤害
DOTA_Tooltip_ability_item_0209_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0209_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0209_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0209_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0210_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0210_bonus_strength,+Strength Bonus,+力量
DOTA_Tooltip_ability_item_0210_crit_chance_pct,%+Crit Chance,%+暴击
DOTA_Tooltip_ability_item_0210_crit_damage_pct,%+Crit Damage,%+暴击伤害
DOTA_Tooltip_ability_item_0211_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0211_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0211_base_movespeed,+Base Move Speed,+基础移动速度
DOTA_Tooltip_ability_item_0211_evasion_pct,%+Evasion,%+闪避
DOTA_Tooltip_ability_item_0212_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0212_spell_lifesteal_pct,%+Spell Lifesteal,%+技能吸血
DOTA_Tooltip_ability_item_0212_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0212_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0213_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0213_base_magic_resistance,+Magic Resistance,+魔法抗性
DOTA_Tooltip_ability_item_0214_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0214_spell_amplify_pct,%+Spell Amplify,%+技能伤害
DOTA_Tooltip_ability_item_0215_bonus_mana,+Bonus Mana,+额外魔法值
DOTA_Tooltip_ability_item_0215_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0216_bonus_agility,+Agility Bonus,+敏捷
DOTA_Tooltip_ability_item_0216_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0217_bonus_strength,+Strength Bonus,+力量
DOTA_Tooltip_ability_item_0217_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0218_base_movespeed,+Base Move Speed,+基础移动速度
DOTA_Tooltip_ability_item_0218_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0219_crit_chance_pct,%+Crit Chance,%+暴击
DOTA_Tooltip_ability_item_0219_crit_damage_pct,%+Crit Damage,%+暴击伤害
DOTA_Tooltip_ability_item_0220_evasion_pct,%+Evasion,%+闪避
DOTA_Tooltip_ability_item_0220_base_movespeed,+Base Move Speed,+基础移动速度
DOTA_Tooltip_ability_item_0221_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0221_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0221_physical_damage_add_pct,%+Physical Damage Bonus,%+物理伤害加成
DOTA_Tooltip_ability_item_0221_crit_chance_pct,%+Crit Chance,%+暴击
DOTA_Tooltip_ability_item_0222_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0222_spell_amplify_pct,%+Spell Amplify,%+技能伤害
DOTA_Tooltip_ability_item_0223_base_movespeed,+Base Move Speed,+基础移动速度
DOTA_Tooltip_ability_item_0223_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0224_bonus_all_stats,+All Stats Bonus,+全属性
DOTA_Tooltip_ability_item_0224_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0224_bonus_armor,+Armor,+护甲
DOTA_Tooltip_ability_item_0224_base_movespeed,+Base Move Speed,+基础移动速度
DOTA_Tooltip_ability_item_0225_base_health_pct,%+Base Health Percentage,%+基础生命值
DOTA_Tooltip_ability_item_0225_bonus_armor,+Armor,+护甲
DOTA_Tooltip_ability_item_0226_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0226_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0226_bonus_armor,+Armor,+护甲
DOTA_Tooltip_ability_item_0226_health_regen,+Health Regen,+生命恢复
DOTA_Tooltip_ability_item_0227_bonus_agility,+Agility Bonus,+敏捷
DOTA_Tooltip_ability_item_0228_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0228_spell_amplify_pct,%+Spell Amplify,%+技能伤害
DOTA_Tooltip_ability_item_0229_bonus_mana,+Bonus Mana,+额外魔法值
DOTA_Tooltip_ability_item_0229_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0230_extra_backpack_slot_limit,+Extra Backpack Slots,+额外背包格子
DOTA_Tooltip_ability_item_0230_bonus_all_stats,+All Stats Bonus,+全属性
DOTA_Tooltip_ability_item_0230_bonus_armor,+Armor,+护甲
DOTA_Tooltip_ability_item_0232_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0232_crit_chance_pct,%+Crit Chance,%+暴击
DOTA_Tooltip_ability_item_0232_crit_damage_pct,%+Crit Damage,%+暴击伤害
DOTA_Tooltip_ability_item_0233_bonus_all_stats,+All Stats Bonus,+全属性
DOTA_Tooltip_ability_item_0233_bonus_movespeed_pct,%+Move Speed Percentage,%+移动速度
DOTA_Tooltip_ability_item_0233_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0234_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0234_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0234_bonus_agility,+Agility Bonus,+敏捷
DOTA_Tooltip_ability_item_0234_evasion_pct,%+Evasion,%+闪避
DOTA_Tooltip_ability_item_0235_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0235_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0236_base_movespeed,+Base Move Speed,+基础移动速度
DOTA_Tooltip_ability_item_0236_health_regen,+Health Regen,+生命恢复
DOTA_Tooltip_ability_item_0237_base_movespeed,+Base Move Speed,+基础移动速度
DOTA_Tooltip_ability_item_0237_bonus_strength,+Strength Bonus,+力量
DOTA_Tooltip_ability_item_0238_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0238_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0238_bonus_armor,+Armor,+护甲
DOTA_Tooltip_ability_item_0238_health_regen,+Health Regen,+生命恢复
DOTA_Tooltip_ability_item_0239_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0239_bonus_strength,+Strength Bonus,+力量
DOTA_Tooltip_ability_item_0239_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0239_base_health_pct,%+Base Health Percentage,%+基础生命值
DOTA_Tooltip_ability_item_0243_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0243_spell_amplify_pct,%+Spell Amplify,%+技能伤害
DOTA_Tooltip_ability_item_0243_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0244_bonus_mana,+Bonus Mana,+额外魔法值
DOTA_Tooltip_ability_item_0244_mana_regen,+Mana Regen,+魔法恢复
DOTA_Tooltip_ability_item_0244_bonus_intelligence,+Intelligence Bonus,+智力
DOTA_Tooltip_ability_item_0245_bonus_agility,+Agility Bonus,+敏捷
DOTA_Tooltip_ability_item_0245_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0245_physical_damage_add_pct,%+Physical Damage Bonus,%+物理伤害加成
DOTA_Tooltip_ability_item_0246_bonus_strength,+Strength Bonus,+力量
DOTA_Tooltip_ability_item_0246_bonus_health,+Health,+生命值
DOTA_Tooltip_ability_item_0246_bonus_attack_damage,+Attack Damage,+攻击力
DOTA_Tooltip_ability_item_0247_base_movespeed,+Base Move Speed,+基础移动速度
DOTA_Tooltip_ability_item_0247_attack_speed,+Attack Speed,+攻击速度
DOTA_Tooltip_ability_item_0247_bonus_armor,+Armor,+护甲
DOTA_Tooltip_ability_item_0248_crit_chance_pct,%+Crit Chance,%+暴击
